	ndop
5688	1880.0
5689	
5690	1824.0
5691	1826.0
5692	1859.0
5693	
5694	1877.0
5695	1888.0
5696	1773.0
5697	1765.0
5698	
5699	1869.0
5700	1897.0
5701	1833.0
5702	1863.0
5703	1894.0
5704	1833.0
5705	1869.0
5706	1861.0
5707	1800.0
5708	1884.0
5709	1888.0
5710	1869.0
5711	1696.0
5712	1824.0
5713	1898.0
5714	1854.0
5715	1878.0
5716	1885.0
5717	1862.0
5718	1863.0
5719	1897.0
5720	1895.0
5721	1896.0
5722	1897.0
5723	1896.0
5724	1896.0
5725	1897.0
5726	1868.0
5727	1890.0
5728	1883.0
5729	1898.0
5730	1863.0
5731	1893.0
5732	1823.0
5733	1842.0
5734	1854.0
5735	1894.0
5736	
5737	1819.0
5738	1871.0
5739	1879.0
5740	1754.0
5741	1841.0
5742	1894.0
5743	1897.0
5744	1894.0
5745	1865.0
5746	1891.0
5747	1826.0
5748	1889.0
5749	1866.0
5750	1863.0
5751	1859.0
5752	1859.0
5753	1814.0
5754	
5755	
5756	1898.0
5757	1893.0
5758	1877.0
5759	1885.0
5760	1887.0
5761	1890.0
5762	1888.0
5763	1893.0
5764	1892.0
5765	1832.0
5766	1858.0
5767	1894.0
5768	1823.0
5769	1881.0
5770	1827.0
5771	1867.0
5772	1858.0
5773	
5774	1876.0
5775	
5776	1820.0
5777	1859.0
5778	
5779	1872.0
5780	1874.0
5781	1859.0
5782	1852.0
5783	1850.0
5784	1829.0
5785	1853.0
5786	1805.0
5787	1897.0
5788	1858.0
5789	
5790	1876.0
5791	1853.0
5792	1795.0
5793	1830.0
5794	1886.0
5795	1887.0
5796	1887.0
5797	1824.0
5798	1823.0
5799	1881.0
5800	
5801	1894.0
5802	1892.0
5803	1881.0
5804	1882.0
5805	1881.0
5806	1882.0
5807	1881.0
5808	1880.0
5809	1880.0
5810	1880.0
5811	1892.0
5812	1814.0
5813	1827.0
5814	1752.0
5815	1835.0
5816	1887.0
5817	1856.0
5818	1880.0
5819	1897.0
5820	1807.0
5821	1817.0
5822	1882.0
5823	1885.0
5824	1891.0
5825	
5826	1860.0
5827	1869.0
5828	1860.0
5829	1891.0
5830	1887.0
5831	1872.0
5832	1738.0
5833	1871.0
5834	1889.0
5835	1870.0
5836	1855.0
5837	1852.0
5838	1861.0
5839	1862.0
5840	1865.0
5841	1874.0
5842	1883.0
5843	1826.0
5844	1845.0
5845	1867.0
5846	1880.0
5847	1891.0
5848	1894.0
5849	1889.0
5850	1891.0
5851	1889.0
5852	1891.0
5853	1890.0
5854	1743.0
5855	1817.0
5856	1817.0
5857	1891.0
5858	1840.0
5859	1767.0
5860	
5861	
5862	1877.0
5863	1824.0
5864	1844.0
5865	
5866	1874.0
5867	
5868	1765.0
5869	1876.0
5870	1882.0
5871	1864.0
5872	1864.0
5873	1829.0
5874	1836.0
5875	1884.0
5876	1863.0
5877	1899.0
5878	1823.0
5879	1895.0
5880	
5881	1882.0
5882	1879.0
5883	1869.0
5884	1780.0
5885	1795.0
5886	1790.0
5887	1791.0
5888	1792.0
5889	1788.0
5890	1788.0
5891	1788.0
5892	1679.0
5893	
5894	1802.0
5895	1817.0
5896	1806.0
5897	1865.0
5898	1881.0
5899	1874.0
5900	1863.0
5901	1872.0
5902	1871.0
5903	1895.0
5904	1865.0
5905	1778.0
5906	1882.0
5907	1887.0
5908	1828.0
5909	1752.0
5910	1892.0
5911	1852.0
5912	1881.0
5913	1874.0
5914	
5915	1800.0
5916	1825.0
5917	1845.0
5918	1821.0
5919	1830.0
5920	1819.0
5921	1826.0
5922	1825.0
5923	1806.0
5924	1833.0
5925	1810.0
5926	1829.0
5927	1833.0
5928	1825.0
5929	1841.0
5930	1820.0
5931	1892.0
5932	1826.0
5933	1899.0
5934	1802.0
5935	1886.0
5936	1809.0
5937	1886.0
5938	1889.0
5939	1733.0
5940	1868.0
5941	1896.0
5942	1806.0
5943	1885.0
5944	1510.0
5945	1779.0
5946	1889.0
5947	
5948	1891.0
5949	1895.0
5950	1859.0
5951	1871.0
5952	1722.0
5953	
5954	1815.0
5955	1891.0
5956	1835.0
5957	1858.0
5958	1792.0
5959	
5960	
5961	1740.0
5962	1871.0
5963	
5964	1893.0
5965	1869.0
5966	1872.0
5967	1873.0
5968	1861.0
5969	1766.0
5970	1896.0
5971	1877.0
5972	1891.0
5973	1875.0
5974	1898.0
5975	
5976	1893.0
5977	1894.0
5978	1887.0
5979	1664.0
5980	1806.0
5981	1866.0
5982	1882.0
5983	1877.0
5984	1890.0
5985	
5986	1870.0
5987	1899.0
5988	
5989	1862.0
5990	1760.0
5991	1794.0
5992	1803.0
5993	1824.0
5994	1871.0
5995	1743.0
5996	1893.0
5997	1760.0
5998	1825.0
5999	1819.0
6000	1799.0
6001	1866.0
6002	
6003	1894.0
6004	
6005	1854.0
6006	
6007	1882.0
6008	1842.0
6009	1858.0
6010	1861.0
6011	1838.0
6012	1886.0
6013	1843.0
6014	1892.0
6015	1803.0
6016	
6017	1896.0
6018	1855.0
6019	1899.0
6020	1873.0
6021	1864.0
6022	1866.0
6023	1765.0
6024	1766.0
6025	1882.0
6026	1813.0
6027	1851.0
6028	1876.0
6029	1885.0
6030	1871.0
6031	1888.0
6032	1883.0
6033	1846.0
6034	
6035	1844.0
6036	1852.0
6037	1853.0
6038	1885.0
6039	
6040	1896.0
6041	1868.0
6042	
6043	1835.0
6044	
6045	1800.0
6046	1874.0
6047	1878.0
6048	1844.0
6049	1844.0
6050	1847.0
6051	1874.0
6052	1878.0
6053	1893.0
6054	1873.0
6055	1892.0
6056	1877.0
6057	1870.0
6058	1818.0
6059	1892.0
6060	1860.0
6061	
6062	1857.0
6063	1899.0
6064	1842.0
6065	1824.0
6066	1857.0
6067	
6068	
6069	1880.0
6070	1802.0
6071	1803.0
6072	1804.0
6073	1852.0
6074	1841.0
6075	1884.0
6076	1838.0
6077	1835.0
6078	1857.0
6079	1858.0
6080	1729.0
6081	1874.0
6082	1819.0
6083	1866.0
6084	1866.0
6085	1794.0
6086	1820.0
6087	1844.0
6088	1885.0
6089	1718.0
6090	
6091	1887.0
6092	1852.0
6093	1845.0
6094	1841.0
6095	1870.0
6096	1891.0
6097	1885.0
6098	1870.0
6099	1845.0
6100	1892.0
6101	1862.0
6102	1831.0
6103	1894.0
6104	1853.0
6105	1805.0
6106	1878.0
6107	1899.0
6108	1886.0
6109	1847.0
6110	1839.0
6111	1847.0
6112	1845.0
6113	1853.0
6114	1844.0
6115	1855.0
6116	1856.0
6117	1855.0
6118	1880.0
6119	1810.0
6120	1794.0
6121	1882.0
6122	1896.0
6123	1835.0
6124	1886.0
6125	1878.0
6126	1884.0
6127	1883.0
6128	1805.0
6129	1829.0
6130	1837.0
6131	
6132	1875.0
6133	1817.0
6134	1813.0
6135	1788.0
6136	1895.0
6137	1872.0
6138	1857.0
6139	1865.0
6140	
6141	1876.0
6142	
6143	1895.0
6144	1675.0
6145	1713.0
6146	1846.0
6147	
6148	1873.0
6149	
6150	1856.0
6151	1879.0
6152	
6153	1893.0
6154	1888.0
6155	1850.0
6156	1892.0
6157	
6158	
6159	1795.0
6160	1633.0
6161	1638.0
6162	1682.0
6163	1819.0
6164	1854.0
6165	1844.0
6166	1869.0
6167	1846.0
6168	
6169	
6170	
6171	1891.0
6172	1879.0
6173	1854.0
6174	1881.0
6175	1798.0
6176	1834.0
6177	1805.0
6178	1873.0
6179	1887.0
6180	1890.0
6181	1693.0
6182	
6183	1864.0
6184	1798.0
6185	1876.0
6186	1879.0
6187	1886.0
6188	1884.0
6189	1813.0
6190	1883.0
6191	1777.0
6192	1865.0
6193	1894.0
6194	1775.0
6195	1818.0
6196	1892.0
6197	1875.0
6198	1757.0
6199	
6200	1875.0
6201	1852.0
6202	1899.0
6203	1692.0
6204	1893.0
6205	1840.0
6206	1864.0
6207	1836.0
6208	1836.0
6209	1842.0
6210	1866.0
6211	1824.0
6212	1673.0
6213	1678.0
6214	1866.0
6215	1878.0
6216	
6217	1870.0
6218	1887.0
6219	1838.0
6220	1858.0
6221	1879.0
6222	1891.0
6223	1846.0
6224	1840.0
6225	
6226	
6227	1893.0
6228	1896.0
6229	1871.0
6230	1875.0
6231	1819.0
6232	1896.0
6233	
6234	1895.0
6235	1867.0
6236	1867.0
6237	1867.0
6238	1891.0
6239	1891.0
6240	1858.0
6241	1896.0
6242	1673.0
6243	1873.0
6244	1814.0
6245	
6246	1896.0
6247	
6248	
6249	1889.0
6250	
6251	1867.0
6252	1899.0
6253	1878.0
6254	1836.0
6255	1890.0
6256	
6257	1856.0
6258	
6259	1873.0
6260	1877.0
6261	1829.0
6262	1899.0
6263	1891.0
6264	1889.0
6265	
6266	1873.0
6267	1868.0
6268	1898.0
6269	1874.0
6270	1898.0
6271	1827.0
6272	1876.0
6273	1859.0
6274	1898.0
6275	1847.0
6276	1877.0
6277	1837.0
6278	
6279	1895.0
6280	1871.0
6281	1821.0
6282	
6283	1878.0
6284	1849.0
6285	
6286	1898.0
6287	1861.0
6288	1802.0
6289	1855.0
6290	1852.0
6291	1819.0
6292	1892.0
6293	1818.0
6294	1821.0
6295	1888.0
6296	1834.0
6297	1826.0
6298	
6299	1853.0
6300	1888.0
6301	1873.0
6302	1860.0
6303	1809.0
6304	1899.0
6305	1797.0
6306	1798.0
6307	1667.0
6308	1858.0
6309	
6310	1853.0
6311	1860.0
6312	1900.0
6313	1847.0
6314	1837.0
6315	1873.0
6316	1843.0
6317	1887.0
6318	1878.0
6319	1899.0
6320	1897.0
6321	
6322	1899.0
6323	1895.0
6324	1877.0
6325	1892.0
6326	
6327	
6328	1892.0
6329	1880.0
6330	1732.0
6331	1853.0
6332	1857.0
6333	
6334	1869.0
6335	1835.0
6336	1822.0
6337	1866.0
6338	1894.0
6339	
6340	1861.0
6341	
6342	
6343	1893.0
6344	1692.0
6345	1848.0
6346	
6347	1824.0
6348	1825.0
6349	
6350	1891.0
6351	
6352	1883.0
6353	1838.0
6354	1843.0
6355	1865.0
6356	1822.0
6357	1845.0
6358	1802.0
6359	1806.0
6360	1861.0
6361	1879.0
6362	1892.0
6363	1895.0
6364	1841.0
6365	1856.0
6366	1867.0
6367	
6368	1842.0
6369	1874.0
6370	1891.0
6371	1868.0
6372	1806.0
6373	1793.0
6374	1888.0
6375	1864.0
6376	1815.0
6377	1866.0
6378	1853.0
6379	1805.0
6380	1878.0
6381	1832.0
6382	1861.0
6383	1871.0
6384	
6385	
6386	1819.0
6387	1892.0
6388	1763.0
6389	1859.0
6390	
6391	1880.0
6392	
6393	
6394	1868.0
6395	1846.0
6396	1852.0
6397	
6398	1858.0
6399	1840.0
6400	1881.0
6401	1874.0
6402	1888.0
6403	1795.0
6404	1828.0
6405	1883.0
6406	1861.0
6407	1824.0
6408	1884.0
6409	1811.0
6410	1861.0
6411	
6412	
6413	1861.0
6414	1855.0
6415	1892.0
6416	1893.0
6417	1891.0
6418	1883.0
6419	1871.0
6420	1873.0
6421	1876.0
6422	1890.0
6423	
6424	
6425	1883.0
6426	1855.0
6427	1870.0
6428	1870.0
6429	1872.0
6430	
6431	1783.0
6432	1878.0
6433	1888.0
6434	1877.0
6435	1878.0
6436	1853.0
6437	
6438	1894.0
6439	1860.0
6440	1851.0
6441	1821.0
6442	1826.0
6443	1812.0
6444	1844.0
6445	1836.0
6446	1885.0
6447	1871.0
6448	1891.0
6449	1823.0
6450	1883.0
6451	1863.0
6452	1815.0
6453	1840.0
6454	1880.0
6455	1839.0
6456	1849.0
6457	1844.0
6458	1898.0
6459	
6460	1766.0
6461	1875.0
6462	1873.0
6463	1893.0
6464	1895.0
6465	1865.0
6466	1739.0
6467	1896.0
6468	1874.0
6469	1883.0
6470	1885.0
6471	1896.0
6472	1838.0
6473	1885.0
6474	1884.0
6475	1848.0
6476	
6477	1823.0
6478	1892.0
6479	1890.0
6480	1850.0
6481	1846.0
6482	1858.0
6483	1805.0
6484	1776.0
6485	1885.0
6486	1824.0
6487	
6488	1895.0
6489	
6490	1883.0
6491	1887.0
6492	1834.0
6493	
6494	1859.0
6495	1886.0
6496	1894.0
6497	1827.0
6498	1881.0
6499	1877.0
6500	1890.0
6501	
6502	1826.0
6503	1844.0
6504	1787.0
6505	1878.0
6506	
6507	1889.0
6508	1892.0
6509	1893.0
6510	1896.0
6511	1892.0
6512	1893.0
6513	1859.0
6514	1881.0
6515	
6516	1895.0
6517	1897.0
6518	1893.0
6519	1879.0
6520	1892.0
6521	1862.0
6522	1803.0
6523	1661.0
6524	1815.0
6525	1822.0
6526	1857.0
6527	1896.0
6528	1607.0
6529	1839.0
6530	
6531	1861.0
6532	
6533	1884.0
6534	1814.0
6535	1818.0
6536	1824.0
6537	1809.0
6538	
6539	1874.0
6540	1862.0
6541	1876.0
6542	
6543	1839.0
6544	1884.0
6545	1877.0
6546	1848.0
6547	1838.0
6548	
6549	
6550	
6551	1887.0
6552	1818.0
6553	1889.0
6554	1883.0
6555	1866.0
6556	1865.0
6557	1809.0
6558	
6559	1894.0
6560	1874.0
6561	1864.0
6562	1862.0
6563	1885.0
6564	1850.0
6565	1881.0
6566	1890.0
6567	1898.0
6568	1861.0
6569	1809.0
6570	1864.0
6571	1887.0
6572	1898.0
6573	1862.0
6574	1868.0
6575	1864.0
6576	1890.0
6577	1887.0
6578	1789.0
6579	1846.0
6580	1754.0
6581	
6582	1890.0
6583	
6584	1877.0
6585	1899.0
6586	1897.0
6587	1819.0
6588	1887.0
6589	1892.0
6590	1894.0
6591	1899.0
6592	1867.0
6593	1881.0
6594	1834.0
6595	1813.0
6596	1882.0
6597	1800.0
6598	1868.0
6599	1881.0
6600	1749.0
6601	1897.0
6602	1890.0
6603	
6604	1893.0
6605	1867.0
6606	1825.0
6607	1893.0
6608	
6609	1808.0
6610	1807.0
6611	1807.0
6612	1847.0
6613	1728.0
6614	1890.0
6615	
6616	1897.0
6617	
6618	1850.0
6619	1682.0
6620	1885.0
6621	1802.0
6622	
6623	
6624	1882.0
6625	1777.0
6626	1869.0
6627	1884.0
6628	1880.0
6629	1818.0
6630	1847.0
6631	1887.0
6632	1885.0
6633	1851.0
6634	1858.0
6635	1862.0
6636	1847.0
6637	
6638	1875.0
6639	1884.0
6640	1853.0
6641	1813.0
6642	1860.0
6643	1881.0
6644	1874.0
6645	
6646	1858.0
6647	1877.0
6648	1879.0
6649	1736.0
6650	1812.0
6651	1814.0
6652	1861.0
6653	1873.0
6654	1873.0
6655	1857.0
6656	1858.0
6657	1857.0
6658	1828.0
6659	1897.0
6660	1855.0
6661	1868.0
6662	1835.0
6663	1836.0
6664	1853.0
6665	1853.0
6666	1874.0
6667	1866.0
6668	1844.0
6669	1882.0
6670	1863.0
6671	1890.0
6672	1865.0
6673	1888.0
6674	1890.0
6675	1880.0
6676	1892.0
6677	1856.0
6678	1858.0
6679	1860.0
6680	
6681	1898.0
6682	1888.0
6683	1888.0
6684	1878.0
6685	1895.0
6686	1888.0
6687	1898.0
6688	1849.0
6689	1882.0
6690	1853.0
6691	1849.0
6692	1769.0
6693	1893.0
6694	1850.0
6695	1858.0
6696	
6697	1889.0
6698	1824.0
6699	1895.0
6700	1897.0
6701	1858.0
6702	1839.0
6703	1874.0
6704	1850.0
6705	1852.0
6706	
6707	1879.0
6708	1873.0
6709	1894.0
6710	1895.0
6711	1850.0
6712	1890.0
6713	1801.0
6714	1894.0
6715	1887.0
6716	1874.0
6717	
6718	1818.0
6719	1867.0
6720	1892.0
6721	1857.0
6722	1868.0
6723	1870.0
6724	
6725	1882.0
6726	1887.0
6727	1888.0
6728	1812.0
6729	1852.0
6730	1840.0
6731	1898.0
6732	1812.0
6733	1897.0
6734	1810.0
6735	1853.0
6736	1896.0
6737	1854.0
6738	
6739	1855.0
6740	1899.0
6741	1898.0
6742	1898.0
6743	1898.0
6744	1813.0
6745	
6746	
6747	1886.0
6748	1881.0
6749	1822.0
6750	1848.0
6751	1868.0
6752	
6753	1863.0
6754	1864.0
6755	1749.0
6756	1867.0
6757	1897.0
6758	1884.0
6759	1804.0
6760	1805.0
6761	
6762	1826.0
6763	1883.0
6764	1888.0
6765	1852.0
6766	1825.0
6767	1811.0
6768	1784.0
6769	1899.0
6770	1881.0
6771	1884.0
6772	1863.0
6773	
6774	1852.0
6775	1872.0
6776	1878.0
6777	1876.0
6778	1830.0
6779	1828.0
6780	1686.0
6781	1891.0
6782	1895.0
6783	1893.0
6784	1891.0
6785	1872.0
6786	1881.0
6787	1857.0
6788	1888.0
6789	
6790	1889.0
6791	1676.0
6792	1694.0
6793	1864.0
6794	1870.0
6795	1869.0
6796	1776.0
6797	1868.0
6798	1873.0
6799	1693.0
6800	
6801	1851.0
6802	
6803	1773.0
6804	1778.0
6805	1784.0
6806	1785.0
6807	
6808	1802.0
6809	1825.0
6810	1825.0
6811	1776.0
6812	1766.0
6813	1819.0
6814	1822.0
6815	1832.0
6816	1836.0
6817	1759.0
6818	1814.0
6819	1893.0
6820	1815.0
6821	1789.0
6822	1699.0
6823	1681.0
6824	1815.0
6825	1786.0
6826	1893.0
6827	1814.0
6828	1859.0
6829	1814.0
6830	1893.0
6831	1789.0
6832	1690.0
6833	1815.0
6834	1749.0
6835	1703.0
6836	1687.0
6837	1828.0
6838	
6839	
6840	
6841	1792.0
6842	1770.0
6843	1773.0
6844	1766.0
6845	1785.0
6846	1797.0
6847	1853.0
6848	1787.0
6849	1777.0
6850	1755.0
6851	1871.0
6852	1880.0
6853	1857.0
6854	1860.0
6855	1898.0
6856	1897.0
6857	1854.0
6858	
6859	1847.0
6860	1840.0
6861	
6862	1870.0
6863	
6864	
6865	1882.0
6866	
6867	1888.0
6868	1889.0
6869	1892.0
6870	1844.0
6871	
6872	1888.0
6873	1876.0
6874	1883.0
6875	1898.0
6876	1876.0
6877	
6878	1880.0
6879	1898.0
6880	1892.0
6881	1889.0
6882	1854.0
6883	1850.0
6884	1829.0
6885	1839.0
6886	1870.0
6887	1885.0
6888	1863.0
6889	1825.0
6890	1868.0
6891	1827.0
6892	1870.0
6893	1870.0
6894	1688.0
6895	1851.0
6896	1812.0
6897	1863.0
6898	1638.0
6899	
6900	1898.0
6901	1889.0
6902	1870.0
6903	1868.0
6904	1867.0
6905	
6906	1734.0
6907	1848.0
6908	
6909	1867.0
6910	1853.0
6911	
6912	1827.0
6913	1873.0
6914	
6915	1843.0
6916	1860.0
6917	1892.0
6918	1825.0
6919	1859.0
6920	1847.0
6921	1835.0
6922	1899.0
6923	1894.0
6924	1888.0
6925	1886.0
6926	1894.0
6927	1854.0
6928	1776.0
6929	1733.0
6930	1892.0
6931	1884.0
6932	1849.0
6933	1869.0
6934	1846.0
6935	1893.0
6936	1899.0
6937	1883.0
6938	1866.0
6939	1894.0
6940	1899.0
6941	1893.0
6942	1896.0
6943	1868.0
6944	1851.0
6945	1862.0
6946	1879.0
6947	1892.0
6948	1853.0
6949	1881.0
6950	1874.0
6951	1863.0
6952	1843.0
6953	1876.0
6954	1883.0
6955	1891.0
6956	
6957	1840.0
6958	
6959	
6960	1884.0
6961	1880.0
6962	1896.0
6963	1857.0
6964	1828.0
6965	
6966	1753.0
6967	
6968	1865.0
6969	1898.0
6970	1886.0
6971	1848.0
6972	1864.0
6973	1897.0
6974	1862.0
6975	1891.0
6976	1850.0
6977	
6978	1899.0
6979	
6980	1699.0
6981	1891.0
6982	1879.0
6983	1851.0
6984	1871.0
6985	1865.0
6986	1867.0
6987	1873.0
6988	
6989	
6990	
6991	1888.0
6992	1896.0
6993	1846.0
6994	1898.0
6995	1850.0
6996	1858.0
6997	1849.0
6998	1893.0
6999	1888.0
7000	1890.0
7001	1894.0
7002	1885.0
7003	1897.0
7004	1897.0
7005	1797.0
7006	1870.0
7007	1753.0
7008	
7009	
7010	1813.0
7011	1836.0
7012	1875.0
7013	1864.0
7014	1897.0
7015	1861.0
7016	1856.0
7017	1881.0
7018	1831.0
7019	1893.0
7020	1894.0
7021	1869.0
7022	1687.0
7023	1867.0
7024	1864.0
7025	1887.0
7026	1827.0
7027	1809.0
7028	1843.0
7029	1835.0
7030	1874.0
7031	1866.0
7032	1879.0
7033	1834.0
7034	
7035	1895.0
7036	1895.0
7037	1891.0
7038	1893.0
7039	1895.0
7040	1896.0
7041	1864.0
7042	1866.0
7043	1889.0
7044	
7045	1887.0
7046	
7047	1825.0
7048	1807.0
7049	1800.0
7050	1865.0
7051	1861.0
7052	1812.0
7053	1639.0
7054	1896.0
7055	1874.0
7056	1855.0
7057	1879.0
7058	1879.0
7059	1868.0
7060	1862.0
7061	1817.0
7062	1818.0
7063	1832.0
7064	
7065	1819.0
7066	1870.0
7067	1819.0
7068	
7069	1898.0
7070	1884.0
7071	
7072	1864.0
7073	
7074	1868.0
7075	1861.0
7076	
7077	1891.0
7078	1896.0
7079	1898.0
7080	
7081	1899.0
7082	1898.0
7083	1842.0
7084	1859.0
7085	1882.0
7086	1871.0
7087	1887.0
7088	1889.0
7089	1885.0
7090	1824.0
7091	
7092	1859.0
7093	1840.0
7094	1756.0
7095	1847.0
7096	1882.0
7097	1885.0
7098	1870.0
7099	
7100	1857.0
7101	1897.0
7102	1871.0
7103	1881.0
7104	
7105	1887.0
7106	1890.0
7107	1869.0
7108	1871.0
7109	1846.0
7110	1878.0
7111	1840.0
7112	1777.0
7113	1852.0
7114	1832.0
7115	1738.0
7116	1874.0
7117	1887.0
7118	1890.0
7119	
7120	1890.0
7121	1894.0
7122	1890.0
7123	
7124	
7125	1875.0
7126	1888.0
7127	
7128	1815.0
7129	1837.0
7130	1886.0
7131	1869.0
7132	1850.0
7133	1897.0
7134	1889.0
7135	1880.0
7136	1896.0
7137	1894.0
7138	1895.0
7139	1895.0
7140	1894.0
7141	1855.0
7142	1867.0
7143	1879.0
7144	1853.0
7145	1885.0
7146	1664.0
7147	1861.0
7148	1861.0
7149	1885.0
7150	
7151	1854.0
7152	1848.0
7153	
7154	1897.0
7155	
7156	1845.0
7157	1801.0
7158	1888.0
7159	
7160	1890.0
7161	1890.0
7162	1887.0
7163	
7164	1899.0
7165	1894.0
7166	1895.0
7167	1896.0
7168	1896.0
7169	1894.0
7170	
7171	1899.0
7172	1896.0
7173	1898.0
7174	1894.0
7175	
7176	1899.0
7177	1885.0
7178	1843.0
7179	1886.0
7180	1800.0
7181	1888.0
7182	1832.0
7183	
7184	1893.0
7185	1869.0
7186	1811.0
7187	1882.0
7188	1884.0
7189	1881.0
7190	1890.0
7191	1898.0
7192	1889.0
7193	1876.0
7194	1889.0
7195	1891.0
7196	
7197	1858.0
7198	1817.0
7199	1897.0
7200	
7201	1861.0
7202	1876.0
7203	1893.0
7204	1732.0
7205	1881.0
7206	1893.0
7207	1864.0
7208	1873.0
7209	
7210	1871.0
7211	1896.0
7212	1860.0
7213	1897.0
7214	1873.0
7215	1892.0
7216	1851.0
7217	1886.0
7218	1880.0
7219	1858.0
7220	1815.0
7221	
7222	1890.0
7223	1896.0
7224	1840.0
7225	1859.0
7226	
7227	
7228	1880.0
7229	1888.0
7230	1803.0
7231	1862.0
7232	1880.0
7233	1885.0
7234	1844.0
7235	1863.0
7236	1858.0
7237	1881.0
7238	1882.0
7239	1884.0
7240	1883.0
7241	1891.0
7242	
7243	1891.0
7244	1818.0
7245	1858.0
7246	1876.0
7247	1881.0
7248	1899.0
7249	1878.0
7250	1860.0
7251	
7252	
7253	1789.0
7254	1858.0
7255	1870.0
7256	1866.0
7257	1883.0
7258	1884.0
7259	1891.0
7260	1858.0
7261	1772.0
7262	1892.0
7263	1741.0
7264	1886.0
7265	1878.0
7266	1890.0
7267	1870.0
7268	
7269	1816.0
7270	
7271	1884.0
7272	1839.0
7273	1866.0
7274	1880.0
7275	1688.0
7276	1892.0
7277	1844.0
7278	1873.0
7279	1866.0
7280	1825.0
7281	1871.0
7282	1805.0
7283	1803.0
7284	
7285	1672.0
7286	1896.0
7287	1867.0
7288	1870.0
7289	1829.0
7290	1836.0
7291	1882.0
7292	1804.0
7293	1864.0
7294	1876.0
7295	1892.0
7296	1875.0
7297	1876.0
7298	1860.0
7299	1867.0
7300	1869.0
7301	1810.0
7302	1810.0
7303	1816.0
7304	1880.0
7305	1819.0
7306	1821.0
7307	1710.0
7308	1816.0
7309	1896.0
7310	1872.0
7311	1872.0
7312	
7313	1861.0
7314	1820.0
7315	1819.0
7316	1899.0
7317	
7318	
7319	
7320	1897.0
7321	1859.0
7322	1883.0
7323	1870.0
7324	1860.0
7325	1854.0
7326	1628.0
7327	1753.0
7328	1685.0
7329	1693.0
7330	1680.0
7331	1876.0
7332	
7333	1660.0
7334	1813.0
7335	1884.0
7336	1887.0
7337	1810.0
7338	1884.0
7339	1874.0
7340	
7341	
7342	1851.0
7343	1860.0
7344	1888.0
7345	
7346	1825.0
7347	1892.0
7348	
7349	1852.0
7350	1888.0
7351	1865.0
7352	
7353	1847.0
7354	
7355	1872.0
7356	
7357	1875.0
7358	1895.0
7359	1805.0
7360	1884.0
7361	1856.0
7362	1887.0
7363	1858.0
7364	1866.0
7365	1856.0
7366	1898.0
7367	1893.0
7368	
7369	1869.0
7370	1889.0
7371	1867.0
7372	
7373	1888.0
7374	1898.0
7375	1888.0
7376	1878.0
7377	
7378	1857.0
7379	1887.0
7380	1873.0
7381	1871.0
7382	1898.0
7383	1892.0
7384	1833.0
7385	1859.0
7386	1891.0
7387	1865.0
7388	
7389	
7390	1858.0
7391	
7392	1896.0
7393	1896.0
7394	1898.0
7395	
7396	1897.0
7397	1898.0
7398	1853.0
7399	1852.0
7400	1890.0
7401	1865.0
7402	1759.0
7403	1804.0
7404	
7405	1795.0
7406	1729.0
7407	1790.0
7408	1786.0
7409	1878.0
7410	1814.0
7411	1837.0
7412	1881.0
7413	1845.0
7414	1845.0
7415	
7416	1873.0
7417	1765.0
7418	
7419	
7420	
7421	
7422	1875.0
7423	1879.0
7424	1889.0
7425	
7426	1894.0
7427	1895.0
7428	1894.0
7429	1788.0
7430	1802.0
7431	1803.0
7432	1853.0
7433	
7434	1841.0
7435	1892.0
7436	1826.0
7437	1875.0
7438	1882.0
7439	
7440	1869.0
7441	1884.0
7442	1865.0
7443	
7444	
7445	1863.0
7446	1897.0
7447	1897.0
7448	1874.0
7449	
7450	
7451	1854.0
7452	1852.0
7453	1734.0
7454	1892.0
7455	
7456	1866.0
7457	1872.0
7458	1823.0
7459	
7460	
7461	1892.0
7462	1888.0
7463	1892.0
7464	1857.0
7465	1887.0
7466	
7467	
7468	
7469	1891.0
7470	1859.0
7471	1866.0
7472	1827.0
7473	
7474	1891.0
7475	1847.0
7476	1883.0
7477	1889.0
7478	1807.0
7479	1813.0
7480	1863.0
7481	1811.0
7482	1894.0
7483	1896.0
7484	1880.0
7485	
7486	1857.0
7487	1894.0
7488	1852.0
7489	1836.0
7490	1879.0
7491	1882.0
7492	1884.0
7493	1898.0
7494	1810.0
7495	1848.0
7496	1894.0
7497	1873.0
7498	1821.0
7499	1834.0
7500	1893.0
7501	1842.0
7502	
7503	1882.0
7504	1833.0
7505	1881.0
7506	1804.0
7507	1838.0
7508	1796.0
7509	1863.0
7510	1892.0
7511	
7512	1857.0
7513	1895.0
7514	1863.0
7515	1886.0
7516	1824.0
7517	1840.0
7518	1895.0
7519	1869.0
7520	1879.0
7521	
7522	
7523	1868.0
7524	1857.0
7525	1872.0
7526	1860.0
7527	1879.0
7528	1818.0
7529	1895.0
7530	1864.0
7531	1868.0
7532	1734.0
7533	1810.0
7534	1803.0
7535	1886.0
7536	1888.0
7537	1791.0
7538	1889.0
7539	1871.0
7540	1867.0
7541	1867.0
7542	1869.0
7543	1869.0
7544	1864.0
7545	1870.0
7546	1840.0
7547	1841.0
7548	1885.0
7549	1894.0
7550	1852.0
7551	1890.0
7552	1702.0
7553	1787.0
7554	
7555	1899.0
7556	1897.0
