	ndop
3841	1869.0
3842	1895.0
3843	1878.0
3844	1882.0
3845	
3846	1895.0
3847	1867.0
3848	1884.0
3849	1858.0
3850	1887.0
3851	1882.0
3852	1885.0
3853	1898.0
3854	1891.0
3855	1713.0
3856	1779.0
3857	1877.0
3858	1874.0
3859	1689.0
3860	1879.0
3861	1861.0
3862	
3863	1889.0
3864	1821.0
3865	1899.0
3866	1878.0
3867	
3868	1792.0
3869	1806.0
3870	1817.0
3871	1897.0
3872	1893.0
3873	1895.0
3874	1894.0
3875	1894.0
3876	1888.0
3877	1877.0
3878	1889.0
3879	1872.0
3880	1899.0
3881	1821.0
3882	1890.0
3883	1889.0
3884	1819.0
3885	1864.0
3886	1880.0
3887	1855.0
3888	1893.0
3889	1892.0
3890	
3891	1875.0
3892	1898.0
3893	1807.0
3894	1873.0
3895	1877.0
3896	1875.0
3897	1811.0
3898	1863.0
3899	1783.0
3900	
3901	1871.0
3902	1891.0
3903	1736.0
3904	1894.0
3905	1892.0
3906	
3907	
3908	
3909	1700.0
3910	
3911	1881.0
3912	1824.0
3913	
3914	1823.0
3915	
3916	1897.0
3917	1798.0
3918	1883.0
3919	1856.0
3920	1878.0
3921	1892.0
3922	
3923	1889.0
3924	1890.0
3925	1887.0
3926	1889.0
3927	
3928	1818.0
3929	1869.0
3930	1791.0
3931	1837.0
3932	1895.0
3933	1852.0
3934	
3935	1872.0
3936	1842.0
3937	
3938	1814.0
3939	1892.0
3940	1888.0
3941	1890.0
3942	1828.0
3943	
3944	1878.0
3945	1895.0
3946	1848.0
3947	1824.0
3948	1897.0
3949	1835.0
3950	1899.0
3951	1828.0
3952	1887.0
3953	1893.0
3954	1896.0
3955	1899.0
3956	1890.0
3957	1861.0
3958	1833.0
3959	1870.0
3960	1878.0
3961	1824.0
3962	1809.0
3963	1857.0
3964	1879.0
3965	1825.0
3966	1854.0
3967	
3968	1884.0
3969	
3970	
3971	1895.0
3972	1896.0
3973	1885.0
3974	1898.0
3975	1888.0
3976	1874.0
3977	1875.0
3978	
3979	
3980	
3981	1893.0
3982	1829.0
3983	1848.0
3984	1850.0
3985	1848.0
3986	1870.0
3987	1875.0
3988	1873.0
3989	
3990	1889.0
3991	1876.0
3992	1839.0
3993	1861.0
3994	1861.0
3995	1884.0
3996	1860.0
3997	1865.0
3998	1890.0
3999	1893.0
4000	1772.0
4001	1772.0
4002	1876.0
4003	1877.0
4004	
4005	
4006	1846.0
4007	1853.0
4008	1868.0
4009	1868.0
4010	1889.0
4011	1887.0
4012	1872.0
4013	1847.0
4014	1899.0
4015	1895.0
4016	1861.0
4017	1886.0
4018	1833.0
4019	
4020	1859.0
4021	1879.0
4022	1870.0
4023	1852.0
4024	1881.0
4025	1828.0
4026	1866.0
4027	1895.0
4028	1895.0
4029	1883.0
4030	1815.0
4031	1891.0
4032	
4033	1875.0
4034	1898.0
4035	1895.0
4036	1846.0
4037	1898.0
4038	1860.0
4039	1881.0
4040	1899.0
4041	1897.0
4042	1896.0
4043	1896.0
4044	
4045	1894.0
4046	1885.0
4047	1885.0
4048	1890.0
4049	1801.0
4050	1879.0
4051	
4052	1897.0
4053	1892.0
4054	1895.0
4055	1888.0
4056	1891.0
4057	1892.0
4058	1802.0
4059	1864.0
4060	
4061	1894.0
4062	1891.0
4063	1855.0
4064	1814.0
4065	1876.0
4066	1879.0
4067	1861.0
4068	1874.0
4069	1861.0
4070	1877.0
4071	1878.0
4072	1881.0
4073	
4074	
4075	1887.0
4076	1871.0
4077	1831.0
4078	1843.0
4079	1881.0
4080	1831.0
4081	1869.0
4082	1844.0
4083	1839.0
4084	1890.0
4085	1899.0
4086	1868.0
4087	1842.0
4088	1820.0
4089	1826.0
4090	1854.0
4091	1898.0
4092	1880.0
4093	1891.0
4094	1863.0
4095	1866.0
4096	1863.0
4097	1861.0
4098	1885.0
4099	1861.0
4100	1799.0
4101	1798.0
4102	1798.0
4103	1799.0
4104	1799.0
4105	1821.0
4106	1889.0
4107	1860.0
4108	1865.0
4109	1889.0
4110	1894.0
4111	1895.0
4112	1887.0
4113	1894.0
4114	1864.0
4115	1892.0
4116	1886.0
4117	1891.0
4118	1848.0
4119	1898.0
4120	1889.0
4121	
4122	
4123	1882.0
4124	1897.0
4125	1822.0
4126	1870.0
4127	1829.0
4128	1869.0
4129	1843.0
4130	1817.0
4131	
4132	1840.0
4133	1765.0
4134	1765.0
4135	1857.0
4136	
4137	1894.0
4138	1896.0
4139	1889.0
4140	1802.0
4141	1815.0
4142	1853.0
4143	1839.0
4144	1837.0
4145	1860.0
4146	
4147	1895.0
4148	1816.0
4149	
4150	1836.0
4151	
4152	1883.0
4153	1871.0
4154	1864.0
4155	1864.0
4156	1856.0
4157	1874.0
4158	1781.0
4159	1859.0
4160	1834.0
4161	1870.0
4162	
4163	1837.0
4164	1818.0
4165	1814.0
4166	1883.0
4167	1878.0
4168	1842.0
4169	1801.0
4170	1860.0
4171	1860.0
4172	1843.0
4173	1877.0
4174	1887.0
4175	1785.0
4176	
4177	1854.0
4178	1800.0
4179	1872.0
4180	1895.0
4181	1837.0
4182	1857.0
4183	1798.0
4184	1886.0
4185	
4186	1849.0
4187	1865.0
4188	1868.0
4189	1895.0
4190	1899.0
4191	1840.0
4192	1885.0
4193	1893.0
4194	1889.0
4195	1893.0
4196	1850.0
4197	1876.0
4198	1810.0
4199	1874.0
4200	1886.0
4201	1807.0
4202	1842.0
4203	1844.0
4204	1873.0
4205	
4206	1830.0
4207	1840.0
4208	
4209	
4210	1897.0
4211	1898.0
4212	1875.0
4213	1868.0
4214	1860.0
4215	1896.0
4216	1879.0
4217	1888.0
4218	1895.0
4219	1890.0
4220	1891.0
4221	1883.0
4222	1847.0
4223	1863.0
4224	1849.0
4225	1863.0
4226	1884.0
4227	1886.0
4228	1880.0
4229	1892.0
4230	1871.0
4231	1876.0
4232	1881.0
4233	1888.0
4234	1845.0
4235	1857.0
4236	1860.0
4237	1837.0
4238	1888.0
4239	1895.0
4240	1890.0
4241	1800.0
4242	1853.0
4243	1821.0
4244	1883.0
4245	1857.0
4246	1882.0
4247	1816.0
4248	1877.0
4249	1890.0
4250	1864.0
4251	1866.0
4252	1886.0
4253	1842.0
4254	1849.0
4255	1855.0
4256	1885.0
4257	1868.0
4258	1852.0
4259	
4260	1898.0
4261	1886.0
4262	1860.0
4263	1774.0
4264	1874.0
4265	1884.0
4266	
4267	
4268	1843.0
4269	
4270	1830.0
4271	1824.0
4272	
4273	1892.0
4274	1882.0
4275	1876.0
4276	1817.0
4277	
4278	1873.0
4279	1677.0
4280	1865.0
4281	1889.0
4282	1859.0
4283	1859.0
4284	1859.0
4285	1859.0
4286	1859.0
4287	1894.0
4288	1888.0
4289	1857.0
4290	1889.0
4291	1886.0
4292	1888.0
4293	1851.0
4294	1820.0
4295	1876.0
4296	1878.0
4297	1811.0
4298	1869.0
4299	
4300	1827.0
4301	1870.0
4302	1872.0
4303	1867.0
4304	1844.0
4305	1866.0
4306	1859.0
4307	1893.0
4308	1888.0
4309	1889.0
4310	1892.0
4311	1896.0
4312	1891.0
4313	1792.0
4314	1776.0
4315	1880.0
4316	1866.0
4317	1866.0
4318	1892.0
4319	1840.0
4320	1851.0
4321	
4322	
4323	
4324	1883.0
4325	
4326	1840.0
4327	1830.0
4328	1862.0
4329	1897.0
4330	1896.0
4331	1897.0
4332	1841.0
4333	
4334	1879.0
4335	1881.0
4336	1846.0
4337	1836.0
4338	1897.0
4339	1860.0
4340	1881.0
4341	1894.0
4342	1881.0
4343	1886.0
4344	1883.0
4345	1848.0
4346	1800.0
4347	1895.0
4348	1854.0
4349	1860.0
4350	1873.0
4351	1886.0
4352	1806.0
4353	1839.0
4354	1832.0
4355	1892.0
4356	1845.0
4357	1899.0
4358	1862.0
4359	1852.0
4360	1858.0
4361	1835.0
4362	1846.0
4363	
4364	1883.0
4365	1886.0
4366	1893.0
4367	1774.0
4368	1851.0
4369	
4370	
4371	1879.0
4372	1875.0
4373	1860.0
4374	1786.0
4375	1880.0
4376	1890.0
4377	1875.0
4378	1889.0
4379	1896.0
4380	
4381	1729.0
4382	1841.0
4383	1823.0
4384	1829.0
4385	1839.0
4386	1897.0
4387	1859.0
4388	1859.0
4389	1857.0
4390	1858.0
4391	1858.0
4392	1857.0
4393	1898.0
4394	1893.0
4395	1840.0
4396	1848.0
4397	1880.0
4398	1862.0
4399	1874.0
4400	1897.0
4401	1806.0
4402	1814.0
4403	1814.0
4404	1815.0
4405	1855.0
4406	1857.0
4407	1819.0
4408	1818.0
4409	1891.0
4410	1886.0
4411	
4412	1877.0
4413	1868.0
4414	1812.0
4415	1882.0
4416	1775.0
4417	1890.0
4418	1870.0
4419	1860.0
4420	1890.0
4421	1890.0
4422	1871.0
4423	1873.0
4424	1889.0
4425	1893.0
4426	1879.0
4427	1891.0
4428	1889.0
4429	1816.0
4430	1835.0
4431	1890.0
4432	1806.0
4433	1896.0
4434	1833.0
4435	1834.0
4436	1895.0
4437	1854.0
4438	1879.0
4439	1815.0
4440	1855.0
4441	1811.0
4442	1875.0
4443	1876.0
4444	1748.0
4445	
4446	1866.0
4447	1852.0
4448	1819.0
4449	1886.0
4450	1823.0
4451	1804.0
4452	1872.0
4453	1841.0
4454	1869.0
4455	1885.0
4456	1733.0
4457	1860.0
4458	1860.0
4459	1874.0
4460	1876.0
4461	1899.0
4462	1859.0
4463	1866.0
4464	1895.0
4465	1844.0
4466	1880.0
4467	1814.0
4468	1822.0
4469	1830.0
4470	1844.0
4471	1822.0
4472	1821.0
4473	1847.0
4474	1897.0
4475	1896.0
4476	1867.0
4477	
4478	1840.0
4479	1805.0
4480	1879.0
4481	1801.0
4482	1891.0
4483	1743.0
4484	1863.0
4485	1864.0
4486	1883.0
4487	1838.0
4488	1895.0
4489	1794.0
4490	1866.0
4491	
4492	1875.0
4493	1875.0
4494	1870.0
4495	1868.0
4496	1873.0
4497	
4498	1833.0
4499	1886.0
4500	
4501	1647.0
4502	1867.0
4503	1847.0
4504	1832.0
4505	1876.0
4506	1894.0
4507	
4508	1845.0
4509	1889.0
4510	1883.0
4511	1865.0
4512	
4513	1881.0
4514	1839.0
4515	1894.0
4516	1865.0
4517	1857.0
4518	1854.0
4519	1871.0
4520	1876.0
4521	1862.0
4522	1871.0
4523	1864.0
4524	1872.0
4525	1875.0
4526	1866.0
4527	1889.0
4528	1873.0
4529	1891.0
4530	1872.0
4531	1859.0
4532	1868.0
4533	1693.0
4534	1861.0
4535	1881.0
4536	1887.0
4537	1803.0
4538	1804.0
4539	1831.0
4540	1885.0
4541	1851.0
4542	1808.0
4543	1892.0
4544	1857.0
4545	1875.0
4546	
4547	
4548	1892.0
4549	1899.0
4550	1896.0
4551	1899.0
4552	1898.0
4553	1899.0
4554	1677.0
4555	1858.0
4556	
4557	1875.0
4558	1891.0
4559	1884.0
4560	1884.0
4561	1863.0
4562	1839.0
4563	1894.0
4564	1883.0
4565	1809.0
4566	1816.0
4567	1896.0
4568	1874.0
4569	1875.0
4570	1880.0
4571	1840.0
4572	1858.0
4573	1852.0
4574	1863.0
4575	1830.0
4576	1856.0
4577	1878.0
4578	1888.0
4579	1847.0
4580	1874.0
4581	1899.0
4582	1872.0
4583	1851.0
4584	1861.0
4585	
4586	
4587	1856.0
4588	1836.0
4589	1859.0
4590	1835.0
4591	1878.0
4592	1896.0
4593	1839.0
4594	1875.0
4595	1850.0
4596	
4597	1864.0
4598	1879.0
4599	1855.0
4600	1870.0
4601	1775.0
4602	
4603	1896.0
4604	
4605	1877.0
4606	
4607	1816.0
4608	1892.0
4609	1853.0
4610	1658.0
4611	1829.0
4612	1840.0
4613	1632.0
4614	1828.0
4615	1882.0
4616	1831.0
4617	
4618	1848.0
4619	1875.0
4620	1867.0
4621	1896.0
4622	
4623	1892.0
4624	
4625	1881.0
4626	1896.0
4627	1816.0
4628	1860.0
4629	1849.0
4630	1868.0
4631	1873.0
4632	1893.0
4633	1888.0
4634	1876.0
4635	1880.0
4636	1879.0
4637	1885.0
4638	1881.0
4639	1884.0
4640	1878.0
4641	1888.0
4642	1886.0
4643	1859.0
4644	1857.0
4645	1898.0
4646	1854.0
4647	1862.0
4648	1862.0
4649	1848.0
4650	1826.0
4651	1866.0
4652	1890.0
4653	1870.0
4654	1880.0
4655	
4656	1897.0
4657	1873.0
4658	1859.0
4659	
4660	1898.0
4661	1886.0
4662	
4663	1895.0
4664	1876.0
4665	1852.0
4666	1881.0
4667	1880.0
4668	1867.0
4669	1890.0
4670	1872.0
4671	1896.0
4672	1890.0
4673	1811.0
4674	1867.0
4675	1877.0
4676	
4677	1836.0
4678	1897.0
4679	1861.0
4680	1870.0
4681	1835.0
4682	1836.0
4683	1834.0
4684	1895.0
4685	1879.0
4686	1834.0
4687	1866.0
4688	1898.0
4689	1819.0
4690	1890.0
4691	1881.0
4692	1877.0
4693	1874.0
4694	1896.0
4695	1883.0
4696	1880.0
4697	1897.0
4698	1850.0
4699	1815.0
4700	1872.0
4701	1888.0
4702	1829.0
4703	
4704	1841.0
4705	1841.0
4706	1879.0
4707	1877.0
4708	1887.0
4709	1892.0
4710	1895.0
4711	1896.0
4712	1899.0
4713	1815.0
4714	1815.0
4715	1816.0
4716	1896.0
4717	1889.0
4718	1877.0
4719	1862.0
4720	
4721	1788.0
4722	1885.0
4723	1872.0
4724	1840.0
4725	1880.0
4726	1837.0
4727	1838.0
4728	1849.0
4729	1848.0
4730	1874.0
4731	
4732	1894.0
4733	1888.0
4734	1876.0
4735	1895.0
4736	1892.0
4737	1848.0
4738	1899.0
4739	1862.0
4740	1891.0
4741	1894.0
4742	1893.0
4743	1882.0
4744	
4745	1822.0
4746	1892.0
4747	1856.0
4748	1768.0
4749	1866.0
4750	1887.0
4751	
4752	1878.0
4753	
4754	1822.0
4755	1891.0
4756	1884.0
4757	1887.0
4758	1839.0
4759	1887.0
4760	1895.0
4761	1897.0
4762	1866.0
4763	1869.0
4764	1863.0
4765	1850.0
4766	1890.0
4767	1851.0
4768	1888.0
4769	1782.0
4770	1896.0
4771	1898.0
4772	
4773	1887.0
4774	1897.0
4775	
4776	1891.0
4777	
4778	
4779	1847.0
4780	1894.0
4781	1896.0
4782	1847.0
4783	
4784	1823.0
4785	1825.0
4786	1826.0
4787	1817.0
4788	
4789	1889.0
4790	1891.0
4791	1894.0
4792	1847.0
4793	1888.0
4794	1811.0
4795	1863.0
4796	1855.0
4797	1869.0
4798	1875.0
4799	1853.0
4800	1856.0
4801	1856.0
4802	
4803	
4804	1867.0
4805	1863.0
4806	1898.0
4807	1876.0
4808	1788.0
4809	1877.0
4810	1817.0
4811	1818.0
4812	1862.0
4813	1898.0
4814	1895.0
4815	1814.0
4816	1880.0
4817	1871.0
4818	1874.0
4819	1899.0
4820	1893.0
4821	1896.0
4822	1876.0
4823	1875.0
4824	1850.0
4825	
4826	1887.0
4827	1862.0
4828	1859.0
4829	1845.0
4830	1881.0
4831	1889.0
4832	1878.0
4833	1865.0
4834	1896.0
4835	1895.0
4836	1896.0
4837	1897.0
4838	1896.0
4839	1897.0
4840	1897.0
4841	1895.0
4842	1896.0
4843	1897.0
4844	1897.0
4845	1897.0
4846	1856.0
4847	
4848	1899.0
4849	1897.0
4850	1899.0
4851	1885.0
4852	1602.0
4853	1884.0
4854	1862.0
4855	1886.0
4856	1893.0
4857	1889.0
4858	1866.0
4859	1890.0
4860	1863.0
4861	1853.0
4862	1894.0
4863	1880.0
4864	1849.0
4865	1878.0
4866	1888.0
4867	1887.0
4868	1890.0
4869	1868.0
4870	1859.0
4871	1888.0
4872	1838.0
4873	1810.0
4874	1801.0
4875	1822.0
4876	1865.0
4877	1850.0
4878	1823.0
4879	1864.0
4880	1850.0
4881	1839.0
4882	1798.0
4883	1774.0
4884	1896.0
4885	1866.0
4886	1847.0
4887	1862.0
4888	
4889	1866.0
4890	
4891	1805.0
4892	1864.0
4893	1810.0
4894	1818.0
4895	1893.0
4896	1656.0
4897	1894.0
4898	1870.0
4899	
4900	1866.0
4901	1862.0
4902	1847.0
4903	1834.0
4904	1842.0
4905	1891.0
4906	
4907	1824.0
4908	1810.0
4909	1864.0
4910	1821.0
4911	1858.0
4912	1882.0
4913	1890.0
4914	1872.0
4915	1857.0
4916	1876.0
4917	1885.0
4918	1877.0
4919	1853.0
4920	1845.0
4921	1871.0
4922	1860.0
4923	1885.0
4924	1812.0
4925	1865.0
4926	1874.0
4927	
4928	1856.0
4929	1858.0
4930	1874.0
4931	1896.0
4932	1862.0
4933	
4934	1779.0
4935	
4936	1805.0
4937	1884.0
4938	1848.0
4939	1831.0
4940	1862.0
4941	1879.0
4942	1877.0
4943	1864.0
4944	1812.0
4945	1843.0
4946	
4947	1877.0
4948	1877.0
4949	1854.0
4950	1885.0
4951	1830.0
4952	
4953	
4954	
4955	1878.0
4956	1847.0
4957	1820.0
4958	1844.0
4959	1865.0
4960	1878.0
4961	1875.0
4962	1898.0
4963	1852.0
4964	1891.0
4965	1815.0
4966	1820.0
4967	1853.0
4968	1850.0
4969	1898.0
4970	
4971	1877.0
4972	1876.0
4973	1885.0
4974	1872.0
4975	1876.0
4976	1851.0
4977	1896.0
4978	1827.0
4979	1876.0
4980	1870.0
4981	1863.0
4982	
4983	1871.0
4984	1641.0
4985	1641.0
4986	1874.0
4987	1891.0
4988	1874.0
4989	1765.0
4990	1835.0
4991	1872.0
4992	1876.0
4993	1887.0
4994	1817.0
4995	1881.0
4996	1881.0
4997	1897.0
4998	1896.0
4999	1858.0
5000	
5001	
5002	1893.0
5003	1889.0
5004	1869.0
5005	1821.0
5006	
5007	1853.0
5008	1864.0
5009	1893.0
5010	1894.0
5011	1874.0
5012	1891.0
5013	1873.0
5014	
5015	
5016	1860.0
5017	1881.0
5018	1742.0
5019	1865.0
5020	1833.0
5021	1867.0
5022	1805.0
5023	
5024	
5025	1889.0
5026	1891.0
5027	1869.0
5028	1869.0
5029	1845.0
5030	1882.0
5031	1876.0
5032	1794.0
5033	1834.0
5034	1877.0
5035	1802.0
5036	1802.0
5037	1640.0
5038	1778.0
5039	1653.0
5040	1661.0
5041	1826.0
5042	1887.0
5043	1867.0
5044	1867.0
5045	1896.0
5046	1899.0
5047	1852.0
5048	1892.0
5049	1879.0
5050	1896.0
5051	1854.0
5052	1899.0
5053	
5054	1889.0
5055	
5056	1891.0
5057	1870.0
5058	1863.0
5059	1843.0
5060	1888.0
5061	1871.0
5062	1865.0
5063	1854.0
5064	1892.0
5065	1823.0
5066	1879.0
5067	1894.0
5068	
5069	1869.0
5070	1851.0
5071	1695.0
5072	1853.0
5073	1878.0
5074	
5075	
5076	1881.0
5077	1893.0
5078	1763.0
5079	1788.0
5080	1686.0
5081	1831.0
5082	1894.0
5083	1806.0
5084	1826.0
5085	1847.0
5086	1870.0
5087	1819.0
5088	1898.0
5089	1778.0
5090	1860.0
5091	1825.0
5092	1771.0
5093	1796.0
5094	1890.0
5095	
5096	1808.0
5097	1866.0
5098	1802.0
5099	1775.0
5100	1876.0
5101	
5102	1898.0
5103	1848.0
5104	1868.0
5105	1873.0
5106	1794.0
5107	1822.0
5108	
5109	1887.0
5110	1893.0
5111	1883.0
5112	1773.0
5113	1882.0
5114	1761.0
5115	1858.0
5116	1849.0
5117	1866.0
5118	1897.0
5119	1893.0
5120	1806.0
5121	
5122	1876.0
5123	1891.0
5124	1877.0
5125	
5126	
5127	1846.0
5128	1716.0
5129	1670.0
5130	1707.0
5131	1874.0
5132	1898.0
5133	1874.0
5134	1897.0
5135	1878.0
5136	1893.0
5137	1878.0
5138	1877.0
5139	1882.0
5140	1893.0
5141	1854.0
5142	1879.0
5143	1862.0
5144	1868.0
5145	1894.0
5146	1858.0
5147	1888.0
5148	
5149	1849.0
5150	1847.0
5151	1818.0
5152	1660.0
5153	1891.0
5154	1858.0
5155	1890.0
5156	1896.0
5157	1840.0
5158	1850.0
5159	1896.0
5160	1771.0
5161	1828.0
5162	1895.0
5163	1840.0
5164	1894.0
5165	1885.0
5166	1845.0
5167	1852.0
5168	1869.0
5169	1821.0
5170	
5171	1844.0
5172	1899.0
5173	1896.0
5174	
5175	1800.0
5176	1841.0
5177	1897.0
5178	1897.0
5179	1860.0
5180	1803.0
5181	1886.0
5182	
5183	1820.0
5184	1804.0
5185	
5186	
5187	1893.0
5188	1856.0
5189	1835.0
5190	1817.0
5191	1877.0
5192	1888.0
5193	1855.0
5194	1841.0
5195	1895.0
5196	1897.0
5197	
5198	1878.0
5199	1844.0
5200	1846.0
5201	1674.0
5202	1842.0
5203	1848.0
5204	1862.0
5205	1836.0
5206	1819.0
5207	
5208	
5209	1899.0
5210	1802.0
5211	1911.0
5212	1836.0
5213	1862.0
5214	1889.0
5215	1826.0
5216	1855.0
5217	1887.0
5218	
5219	1832.0
5220	1859.0
5221	1734.0
5222	1847.0
5223	1857.0
5224	1859.0
5225	1898.0
5226	1897.0
5227	1864.0
5228	1875.0
5229	1819.0
5230	1795.0
5231	
5232	1853.0
5233	1848.0
5234	1830.0
5235	1865.0
5236	1861.0
5237	1844.0
5238	1862.0
5239	1819.0
5240	1898.0
5241	1892.0
5242	1841.0
5243	1899.0
5244	1825.0
5245	1869.0
5246	1841.0
5247	
5248	
5249	
5250	1897.0
5251	1897.0
5252	1875.0
5253	1894.0
5254	1864.0
5255	1892.0
5256	1873.0
5257	1859.0
5258	1871.0
5259	1833.0
5260	1845.0
5261	
5262	1892.0
5263	1894.0
5264	1836.0
5265	1840.0
5266	1873.0
5267	1890.0
5268	1891.0
5269	
5270	1890.0
5271	
5272	1861.0
5273	1891.0
5274	1875.0
5275	1845.0
5276	1840.0
5277	1876.0
5278	1856.0
5279	1855.0
5280	1893.0
5281	1857.0
5282	1893.0
5283	1802.0
5284	1831.0
5285	1856.0
5286	1851.0
5287	1695.0
5288	1859.0
5289	1879.0
5290	1887.0
5291	1882.0
5292	1891.0
5293	1884.0
5294	1816.0
5295	1819.0
5296	
5297	1891.0
5298	1893.0
5299	1897.0
5300	1898.0
5301	1897.0
5302	1897.0
5303	1816.0
5304	1857.0
5305	1833.0
5306	1858.0
5307	1863.0
5308	1838.0
5309	1848.0
5310	1889.0
5311	1788.0
5312	1845.0
5313	1823.0
5314	1815.0
5315	1818.0
5316	1816.0
5317	1854.0
5318	
5319	1886.0
5320	1880.0
5321	1813.0
5322	1869.0
5323	1879.0
5324	1866.0
5325	1864.0
5326	1849.0
5327	1890.0
5328	1816.0
5329	1895.0
5330	1878.0
5331	
5332	1774.0
5333	1793.0
5334	
5335	1844.0
5336	1806.0
5337	1789.0
5338	1890.0
5339	
5340	1832.0
5341	1877.0
5342	1897.0
5343	1894.0
5344	1878.0
5345	1896.0
5346	1860.0
5347	1888.0
5348	1880.0
5349	1888.0
5350	1846.0
5351	1895.0
5352	1839.0
5353	1851.0
5354	
5355	1868.0
5356	
5357	1829.0
5358	
5359	1845.0
5360	1817.0
5361	1817.0
5362	1864.0
5363	1891.0
5364	1840.0
5365	1844.0
5366	1876.0
5367	1877.0
5368	1883.0
5369	1875.0
5370	1889.0
5371	1853.0
5372	1894.0
5373	1883.0
5374	1877.0
5375	1897.0
5376	1858.0
5377	1761.0
5378	1846.0
5379	1873.0
5380	1876.0
5381	1887.0
5382	1885.0
5383	1817.0
5384	1880.0
5385	1860.0
5386	
5387	1857.0
5388	1862.0
5389	1883.0
5390	1895.0
5391	1897.0
5392	1863.0
5393	1873.0
5394	1831.0
5395	1894.0
5396	1855.0
5397	1899.0
5398	1897.0
5399	1817.0
5400	
5401	
5402	1897.0
5403	1873.0
5404	1850.0
5405	1854.0
5406	
5407	1808.0
5408	1813.0
5409	1844.0
5410	1856.0
5411	1877.0
5412	
5413	1881.0
5414	1854.0
5415	1847.0
5416	1849.0
5417	1846.0
5418	1852.0
5419	1854.0
5420	1844.0
5421	1849.0
5422	1848.0
5423	1859.0
5424	1854.0
5425	1852.0
5426	1852.0
5427	1839.0
5428	1853.0
5429	1846.0
5430	1858.0
5431	1852.0
5432	1854.0
5433	1858.0
5434	1854.0
5435	1853.0
5436	1853.0
5437	1841.0
5438	1847.0
5439	1845.0
5440	1858.0
5441	
5442	
5443	1841.0
5444	1865.0
5445	1898.0
5446	1868.0
5447	1899.0
5448	1891.0
5449	1895.0
5450	
5451	
5452	1892.0
5453	
5454	1829.0
5455	1888.0
5456	
5457	1832.0
5458	1878.0
5459	1865.0
5460	1871.0
5461	1894.0
5462	1837.0
5463	1857.0
5464	
5465	1876.0
5466	1854.0
5467	1854.0
5468	1884.0
5469	1823.0
5470	1853.0
5471	1824.0
5472	1860.0
5473	1857.0
5474	1851.0
5475	1871.0
5476	1850.0
5477	
5478	
5479	1852.0
5480	1839.0
5481	1878.0
5482	1865.0
5483	1832.0
5484	
5485	1881.0
5486	1889.0
5487	
5488	
5489	1840.0
5490	1841.0
5491	1889.0
5492	1850.0
5493	1861.0
5494	
5495	1820.0
5496	1796.0
5497	1851.0
5498	1891.0
5499	1820.0
5500	1880.0
5501	1847.0
5502	1877.0
5503	1821.0
5504	1824.0
5505	1826.0
5506	1887.0
5507	1843.0
5508	1851.0
5509	
5510	1892.0
5511	1884.0
5512	1880.0
5513	1879.0
5514	1854.0
5515	1840.0
5516	1869.0
5517	1870.0
5518	1890.0
5519	1850.0
5520	1875.0
5521	
5522	1865.0
5523	1874.0
5524	1893.0
5525	
5526	1885.0
5527	1856.0
5528	1875.0
5529	1882.0
5530	1857.0
5531	1896.0
5532	1858.0
5533	1872.0
5534	1878.0
5535	1898.0
5536	1823.0
5537	1813.0
5538	1865.0
5539	1885.0
5540	1801.0
5541	1882.0
5542	1889.0
5543	1889.0
5544	1889.0
5545	1864.0
5546	
5547	1885.0
5548	1878.0
5549	
5550	1845.0
5551	
5552	1898.0
5553	1857.0
5554	1855.0
5555	1853.0
5556	1869.0
5557	1887.0
5558	1870.0
5559	1896.0
5560	1895.0
5561	1889.0
5562	1892.0
5563	1899.0
5564	1814.0
5565	1894.0
5566	1896.0
5567	1880.0
5568	1892.0
5569	1719.0
5570	1872.0
5571	1890.0
5572	
5573	1827.0
5574	
5575	
5576	1873.0
5577	
5578	1889.0
5579	1837.0
5580	1825.0
5581	1833.0
5582	
5583	
5584	
5585	1847.0
5586	1707.0
5587	1859.0
5588	1824.0
5589	1693.0
5590	1845.0
5591	1815.0
5592	1818.0
5593	1859.0
5594	
5595	1778.0
5596	1821.0
5597	1795.0
5598	1894.0
5599	1837.0
5600	1857.0
5601	1874.0
5602	1869.0
5603	1866.0
5604	
5605	
5606	1843.0
5607	1861.0
5608	1841.0
5609	1812.0
5610	1812.0
5611	1678.0
5612	1874.0
5613	1857.0
5614	1851.0
5615	1892.0
5616	1834.0
5617	1835.0
5618	1868.0
5619	1896.0
5620	1768.0
5621	1842.0
5622	1892.0
5623	1863.0
5624	1899.0
5625	1883.0
5626	1888.0
5627	1899.0
5628	1881.0
5629	1839.0
5630	1865.0
5631	1868.0
5632	1897.0
5633	1812.0
5634	1894.0
5635	1882.0
5636	
5637	1840.0
5638	
5639	
5640	1893.0
5641	
5642	1817.0
5643	1858.0
5644	1824.0
5645	1812.0
5646	1898.0
5647	1872.0
5648	1890.0
5649	1826.0
5650	1899.0
5651	1846.0
5652	1887.0
5653	1822.0
5654	1873.0
5655	1886.0
5656	1884.0
5657	1846.0
5658	1805.0
5659	1895.0
5660	1812.0
5661	1893.0
5662	1899.0
5663	1845.0
5664	1894.0
5665	1852.0
5666	1834.0
5667	1817.0
5668	1800.0
5669	1807.0
5670	1851.0
5671	1878.0
5672	1882.0
5673	1838.0
5674	
5675	1876.0
5676	1889.0
5677	1885.0
5678	1880.0
5679	1805.0
5680	1885.0
5681	1883.0
5682	1886.0
5683	1896.0
5684	1808.0
5685	1826.0
5686	
5687	1893.0
